0	-1.659427e-02	6.354087e-03
1	-3.600646e-01	2.906472e-02
2	-5.113787e-01	3.560832e-02
3	-5.303656e-01	3.646022e-02
4	-4.764056e-01	3.529911e-02
5	-4.844504e-01	3.340807e-02
6	-3.691443e-01	3.059092e-02
7	-2.917982e-01	2.729905e-02
8	-2.504110e-01	2.468206e-02
9	-2.226226e-01	2.300530e-02
10	0.000000e+00	0.000000e+00
11	-3.851055e-01	3.066193e-02
12	-3.256373e-01	2.830729e-02
13	-2.930083e-01	2.641015e-02
14	-2.147555e-01	2.469539e-02
15	-1.141509e-01	1.653839e-02
16	-2.284375e-01	2.232264e-02
17	-1.748342e-01	2.074493e-02
18	-1.319106e-01	1.939657e-02
19	-1.265968e-01	1.786471e-02
20	-1.198402e-01	1.650997e-02
21	-4.835971e-02	1.099976e-02
22	-9.111033e-02	1.470008e-02
23	-7.950966e-02	1.365166e-02
24	-5.240641e-02	1.251080e-02
25	-4.629736e-02	1.160660e-02
26	-5.637565e-02	1.284982e-02
27	-6.109627e-02	1.146705e-02
28	-4.539126e-02	1.026328e-02
29	-2.689054e-02	7.659431e-03
30	-3.721475e-02	8.566090e-03
31	-2.220877e-02	7.768613e-03
32	-1.054304e-02	5.821378e-03
33	-2.287726e-02	7.465829e-03
34	-1.201041e-02	6.565988e-03
35	-1.122078e-02	5.157440e-03
36	-1.733438e-02	5.333350e-03
37	-5.767916e-03	5.137158e-03
38	-7.765744e-03	4.222892e-03
39	-7.262983e-03	5.128589e-03
40	-1.284868e-02	4.204895e-03
41	-8.530468e-03	4.259717e-03
42	-4.198905e-03	3.458815e-03
43	-6.402963e-03	3.543178e-03
44	-2.839468e-03	2.837328e-03
45	-6.642517e-03	2.928255e-03
46	-7.496114e-04	2.423679e-03
47	-2.108179e-03	2.680661e-03
48	-1.818793e-03	2.249054e-03
49	-1.368186e-03	2.221878e-03
50	1.193083e-03	1.816604e-03
51	2.862733e-04	1.680867e-03
52	-2.923706e-04	1.639074e-03
53	-9.983400e-04	1.425497e-03
54	-2.465312e-03	1.335458e-03
55	-1.383674e-03	9.931976e-04
56	1.052135e-04	8.356948e-04
57	-4.502721e-04	6.617113e-04
58	-4.382372e-06	3.672448e-04
59	-4.308966e-05	1.422742e-04
60	0.000000e+00	0.000000e+00
61	0.000000e+00	0.000000e+00
62	0.000000e+00	0.000000e+00
63	0.000000e+00	0.000000e+00
