0	-8.671997e-03	6.354087e-03
1	-9.049062e-02	2.906472e-02
2	-1.134094e-01	3.560832e-02
3	-1.476805e-01	3.646022e-02
4	-1.190899e-01	3.529911e-02
5	-9.157814e-02	3.340807e-02
6	-1.086498e-01	3.059092e-02
7	-5.886709e-02	2.729905e-02
8	-6.074606e-02	2.468206e-02
9	-6.663789e-02	2.300530e-02
10	0.000000e+00	0.000000e+00
11	-1.282701e-01	3.066193e-02
12	-5.113389e-02	2.830729e-02
13	-6.903792e-02	2.641015e-02
14	-7.614138e-02	2.469539e-02
15	-3.322019e-02	1.653839e-02
16	-2.452634e-02	2.232264e-02
17	-3.042156e-02	2.074493e-02
18	-1.332262e-02	1.939657e-02
19	-4.143761e-02	1.786471e-02
20	-1.980862e-02	1.650997e-02
21	-1.239885e-02	1.099976e-02
22	-6.883399e-03	1.470008e-02
23	-6.938614e-03	1.365166e-02
24	-2.879490e-02	1.251080e-02
25	-2.714308e-03	1.160660e-02
26	-1.514337e-02	1.284982e-02
27	-1.360812e-02	1.146705e-02
28	-6.757913e-03	1.026328e-02
29	-1.385966e-02	7.659431e-03
30	-1.009295e-02	8.566090e-03
31	-3.436811e-03	7.768613e-03
32	-3.195928e-03	5.821378e-03
33	6.248397e-03	7.465829e-03
34	5.875135e-03	6.565988e-03
35	-1.560020e-03	5.157440e-03
36	-1.261578e-03	5.333350e-03
37	-1.628255e-03	5.137158e-03
38	2.247427e-04	4.222892e-03
39	-3.056607e-03	5.128589e-03
40	-1.079480e-03	4.204895e-03
41	-1.215160e-03	4.259717e-03
42	-3.836860e-04	3.458815e-03
43	-3.742867e-03	3.543178e-03
44	-3.523278e-04	2.837328e-03
45	-3.963443e-03	2.928255e-03
46	9.701329e-04	2.423679e-03
47	9.004597e-04	2.680661e-03
48	9.885273e-04	2.249054e-03
49	1.551265e-03	2.221878e-03
50	-7.489887e-04	1.816604e-03
51	-2.775809e-04	1.680867e-03
52	-9.554579e-04	1.639074e-03
53	6.535757e-04	1.425497e-03
54	-8.788348e-04	1.335458e-03
55	-7.506578e-04	9.931976e-04
56	4.337741e-04	8.356948e-04
57	1.198715e-05	6.617113e-04
58	-1.478875e-04	3.672448e-04
59	2.831210e-05	1.422742e-04
60	0.000000e+00	0.000000e+00
61	0.000000e+00	0.000000e+00
62	0.000000e+00	0.000000e+00
63	0.000000e+00	0.000000e+00
