0	-7.200409e-03	6.637455e-03
1	-4.501624e-02	3.075822e-02
2	-8.266098e-02	3.754854e-02
3	-2.007316e-01	3.844569e-02
4	-8.855951e-02	3.748758e-02
5	-1.112649e-01	3.498876e-02
6	-1.010811e-01	3.219967e-02
7	-3.880525e-02	2.856834e-02
8	-5.631878e-02	2.602227e-02
9	-4.675219e-02	2.419439e-02
10	0.000000e+00	0.000000e+00
11	-5.723190e-02	3.217941e-02
12	-8.193316e-02	2.974049e-02
13	-6.116771e-02	2.787850e-02
14	-6.169389e-02	2.599686e-02
15	-4.128686e-02	1.744104e-02
16	-2.773024e-02	2.351447e-02
17	-1.831691e-02	2.189129e-02
18	-3.248007e-02	2.032699e-02
19	-1.469870e-02	1.889619e-02
20	-1.999515e-02	1.754549e-02
21	5.313815e-03	1.156351e-02
22	-1.060696e-02	1.549354e-02
23	-2.333504e-03	1.437569e-02
24	-9.290083e-03	1.318729e-02
25	-2.568028e-02	1.220258e-02
26	-6.999340e-03	1.363079e-02
27	3.891295e-03	1.217316e-02
28	-3.635558e-03	1.085936e-02
29	-1.361305e-02	8.143138e-03
30	-2.256873e-03	9.074310e-03
31	-7.627935e-03	8.162719e-03
32	-6.241560e-03	6.169179e-03
33	2.116919e-03	7.889938e-03
34	-2.288925e-03	6.960703e-03
35	-3.639716e-03	5.382298e-03
36	-3.100958e-03	5.690097e-03
37	6.293161e-03	5.441397e-03
38	3.193185e-05	4.485669e-03
39	-7.005604e-03	5.366011e-03
40	1.477508e-03	4.380117e-03
41	-3.860247e-03	4.496287e-03
42	1.045821e-03	3.636267e-03
43	-4.303326e-03	3.695039e-03
44	-1.433371e-03	3.039302e-03
45	-2.219083e-03	3.078232e-03
46	-2.801625e-03	2.554120e-03
47	-3.134629e-03	2.847698e-03
48	-1.794389e-03	2.357405e-03
49	-1.309355e-03	2.310774e-03
50	-9.872331e-04	1.903826e-03
51	-1.211086e-03	1.773538e-03
52	9.291460e-04	1.719922e-03
53	5.674607e-04	1.512741e-03
54	-1.029832e-03	1.387572e-03
55	-3.645886e-04	1.105174e-03
56	4.552329e-05	9.227293e-04
57	-4.498970e-04	6.859389e-04
58	7.398761e-05	3.578410e-04
59	1.251165e-04	1.564614e-04
60	0.000000e+00	0.000000e+00
61	0.000000e+00	0.000000e+00
62	0.000000e+00	0.000000e+00
63	0.000000e+00	0.000000e+00
